Date,Start_Hour,End_Hour,Source,Production
7/19/2025,1,2,Wind,4635
9/15/2023,19,20,Wind,2659
7/12/2021,7,8,Wind,2324
11/28/2020,13,14,Wind,3710
1/10/2023,14,15,Wind,15777
12/13/2021,1,2,Wind,1678
12/23/2021,13,14,Wind,8130
12/13/2024,9,10,Wind,2960
4/19/2022,3,4,Wind,2818
8/30/2023,23,0,Wind,3483
3/14/2023,22,23,Wind,5023
5/6/2022,18,19,Wind,4837
3/23/2025,8,9,Wind,5996
1/16/2022,3,4,Wind,1801
8/26/2023,0,1,Wind,2861
4/17/2025,3,4,Wind,2565
4/10/2025,10,11,Solar,10273
8/23/2021,21,22,Wind,5030
11/21/2023,15,16,Wind,7176
8/18/2024,19,20,Wind,5352
11/4/2024,3,4,Wind,2776
8/7/2021,2,3,Wind,3294
11/27/2022,15,16,Wind,6839
3/27/2021,2,3,Wind,9516
3/12/2022,22,23,Wind,9748
10/17/2025,5,6,Wind,5096
4/10/2025,17,18,Solar,10743
8/21/2022,0,1,Wind,791
2/11/2021,6,7,Wind,5196
3/31/2021,23,0,Wind,1435
6/19/2020,6,7,Wind,1906
2/26/2020,13,14,Wind,13169
10/21/2023,11,12,Wind,20374
11/7/2023,8,9,Wind,8207
7/29/2025,0,1,Wind,3104
2/19/2020,10,11,Wind,7379
4/3/2023,13,14,Wind,11458
2/25/2021,19,20,Wind,1854
2/25/2021,2,3,Wind,5371
9/28/2024,11,12,Solar,8533
2/22/2023,14,15,Wind,3581
3/5/2025,11,12,Solar,9526
9/11/2023,1,2,Wind,2249
12/6/2020,20,21,Wind,1761
10/3/2025,14,15,Wind,11497
11/28/2022,4,5,Wind,4489
5/3/2020,22,23,Wind,705
2/19/2021,13,14,Wind,8744
1/16/2020,16,17,Wind,9123
11/18/2021,13,14,Solar,3746
12/13/2022,6,7,Wind,6219
5/26/2021,12,13,Wind,10892
5/28/2020,22,23,Wind,6074
5/16/2022,22,23,Wind,599
2/8/2021,10,11,Wind,2084
8/25/2022,12,13,Solar,6443
3/12/2024,0,1,Wind,5402
3/8/2022,21,22,Wind,5703
4/6/2025,22,23,Wind,10147
12/1/2023,21,22,Wind,5091
2/1/2024,13,14,Wind,3991
3/19/2021,5,6,Wind,5515
11/22/2020,2,3,Wind,2036
1/29/2023,6,7,Wind,1089
2/3/2020,23,0,Wind,10296
8/22/2025,22,23,Wind,3100
12/30/2023,21,22,Wind,14946
6/14/2020,6,7,Wind,2981
5/20/2025,11,12,Solar,7909
5/27/2021,19,20,Solar,1951
11/28/2024,12,13,Solar,5112
6/12/2025,20,21,Wind,2592
12/2/2021,4,5,Wind,6595
4/6/2023,1,2,Wind,1240
8/29/2022,21,22,Wind,5149
4/22/2024,2,3,Wind,7693
4/7/2022,21,22,Wind,13300
8/17/2020,8,9,Wind,2329
4/8/2020,0,1,Wind,3294
6/27/2022,2,3,Wind,1132
11/8/2022,13,14,Wind,13921
7/27/2024,1,2,Wind,418
8/5/2025,16,17,Wind,7613
5/1/2020,10,11,Wind,8012
6/22/2022,5,6,Wind,3322
1/10/2020,0,1,Wind,9719
2/26/2024,3,4,Wind,9462
8/3/2023,18,19,Wind,7651
11/6/2020,0,1,Wind,7462
5/12/2025,18,19,Solar,4886
2/4/2023,6,7,Wind,2724
9/8/2021,16,17,Wind,5846
2/16/2023,19,20,Wind,7525
5/12/2022,8,9,Solar,1922
11/12/2025,0,1,Wind,13071
7/7/2020,11,12,Solar,4694
3/18/2021,13,14,Wind,6015
8/2/2020,7,8,Wind,2829
1/28/2020,8,9,Wind,12847
10/6/2023,0,1,Wind,1366
6/27/2024,10,11,Solar,5860
8/30/2024,12,13,Solar,8694
11/22/2025,5,6,Wind,4673
1/8/2024,13,14,Wind,11588
8/10/2025,12,13,Solar,4763
4/30/2024,10,11,Wind,6800
9/5/2024,12,13,Solar,7713
6/18/2024,5,6,Wind,2850
8/11/2020,22,23,Wind,1326
11/18/2024,4,5,Wind,9025
3/3/2025,21,22,Wind,4149
6/16/2020,9,10,Solar,2228
11/5/2023,11,12,Wind,19077
7/10/2020,9,10,Wind,4371
10/29/2023,18,19,Wind,12320
6/25/2020,1,2,Wind,3877
11/27/2023,2,3,Wind,7464
9/10/2023,22,23,Wind,2837
3/25/2024,22,23,Wind,8875
11/11/2021,2,3,Wind,1151
9/21/2020,10,11,Solar,1691
1/17/2021,21,22,Wind,2503
6/16/2024,20,21,Wind,3886
5/25/2020,5,6,Wind,2382
9/30/2025,6,7,Wind,1558
2/19/2025,6,7,Wind,8798
11/18/2022,22,23,Wind,3150
1/4/2021,10,11,Wind,2038
6/4/2022,13,14,Solar,5744
12/14/2021,10,11,Solar,2182
6/14/2025,2,3,Wind,5142
7/11/2024,8,9,Solar,2417
3/31/2025,13,14,Solar,12362
1/6/2025,6,7,Wind,18722
12/16/2021,8,9,Wind,2732
6/12/2021,22,23,Wind,2432
7/9/2020,17,18,Wind,6646
2/18/2022,18,19,Wind,13238
2/13/2021,14,15,Wind,9991
12/16/2021,7,8,Wind,2497
12/15/2024,8,9,Wind,6048
7/10/2021,10,11,Solar,3276
11/29/2025,18,19,Wind,10196
2/10/2021,21,22,Wind,4420
7/29/2024,12,13,Solar,10129
1/20/2023,9,10,Wind,3401
9/10/2022,16,17,Solar,7701
12/23/2022,16,17,Wind,15011
12/9/2023,4,5,Wind,9880
3/19/2023,16,17,Wind,6813
11/30/2020,4,5,Wind,1329
5/24/2021,4,5,Wind,8666
1/27/2022,9,10,Wind,5055
10/19/2022,0,1,Wind,5532
1/17/2023,19,20,Wind,4973
10/13/2025,18,19,Wind,7387
5/1/2025,12,13,Solar,5191
7/2/2020,21,22,Wind,3656
5/14/2022,11,12,Solar,5901
9/4/2024,1,2,Wind,1022
5/16/2021,3,4,Wind,4872
2/24/2022,9,10,Wind,9070
11/6/2025,3,4,Wind,8939
1/28/2023,17,18,Wind,3752
4/5/2023,1,2,Wind,2623
3/8/2024,18,19,Wind,9798
9/9/2022,5,6,Wind,8652
6/23/2025,11,12,Wind,7643
3/4/2024,2,3,Wind,3900
2/21/2025,8,9,Wind,13537
10/31/2023,10,11,Wind,9320
8/11/2024,2,3,Wind,3520
12/12/2023,14,15,Wind,11858
1/18/2021,6,7,Wind,2493
8/3/2024,4,5,Wind,3502
5/17/2025,9,10,Solar,6696
11/14/2021,18,19,Wind,4424
6/20/2023,4,5,Wind,3307
3/21/2022,7,8,Wind,4387
4/19/2020,13,14,Wind,3115
7/6/2024,4,5,Wind,8305
5/14/2023,23,0,Wind,4043
12/19/2022,2,3,Wind,12288
9/23/2020,14,15,Wind,8545
4/20/2024,4,5,Wind,6904
7/21/2020,21,22,Wind,4406
4/25/2020,3,4,Wind,1779
6/10/2023,4,5,Wind,2713
2/11/2024,17,18,Wind,12006
7/6/2022,12,13,Solar,7683
2/5/2022,19,20,Wind,9947
5/28/2020,23,0,Wind,6736
9/17/2025,2,3,Wind,2575
8/8/2025,8,9,Solar,3228
3/9/2020,22,23,Wind,8872
3/11/2024,21,22,Wind,6066
5/14/2025,17,18,Solar,7679
2/4/2020,1,2,Wind,10533
8/11/2020,18,19,Solar,2040
10/13/2023,17,18,Wind,15965
6/16/2022,19,20,Solar,1895
12/8/2020,8,9,Wind,2188
3/29/2021,14,15,Solar,5986
6/15/2025,9,10,Solar,3778
1/20/2024,12,13,Solar,6835
2/17/2025,23,0,Wind,3993
12/3/2021,7,8,Wind,6171
5/30/2023,8,9,Wind,9640
2/3/2020,15,16,Wind,8538
1/22/2025,12,13,Wind,6417
12/27/2021,21,22,Wind,12569
11/8/2020,11,12,Wind,3996
9/20/2023,21,22,Wind,10365
3/11/2024,17,18,Wind,8030
7/16/2024,9,10,Wind,11662
3/26/2025,19,20,Wind,3745
2/18/2023,1,2,Wind,5595
7/18/2024,16,17,Solar,7212
5/8/2020,4,5,Wind,2082
9/18/2023,16,17,Wind,14252
8/10/2023,12,13,Solar,7330
9/7/2020,19,20,Wind,2004
10/3/2020,16,17,Wind,6727
5/26/2021,2,3,Wind,5529
1/23/2022,4,5,Wind,1749
6/14/2022,9,10,Solar,4214
1/20/2021,9,10,Wind,12999
4/1/2025,6,7,Wind,10967
2/15/2020,12,13,Wind,11448
3/24/2022,10,11,Solar,5742
9/5/2025,1,2,Wind,4105
1/12/2023,12,13,Wind,18306
11/6/2022,19,20,Wind,11005
3/8/2022,17,18,Wind,3785
12/24/2020,22,23,Wind,7846
9/10/2020,15,16,Solar,2992
4/28/2024,1,2,Wind,10254
5/9/2020,0,1,Wind,2676
12/3/2020,12,13,Wind,9711
7/20/2024,0,1,Wind,1818
8/10/2021,0,1,Wind,1225
4/25/2024,14,15,Solar,7534
10/12/2021,19,20,Wind,3353
6/13/2020,11,12,Wind,4955
7/31/2023,7,8,Wind,9176
2/7/2020,15,16,Wind,5046
4/8/2025,3,4,Wind,2900
10/29/2022,16,17,Wind,6799
3/17/2020,13,14,Solar,2613
7/16/2025,19,20,Wind,7811
11/9/2025,21,22,Wind,5570
8/15/2021,18,19,Wind,8013
8/31/2020,8,9,Wind,2550
2/10/2020,7,8,Wind,11091
3/20/2022,3,4,Wind,5262
2/16/2022,6,7,Wind,14791
10/17/2022,22,23,Wind,1822
3/28/2025,2,3,Wind,2114
6/7/2020,1,2,Wind,3654
8/17/2020,5,6,Wind,1922
4/22/2025,8,9,Solar,2305
9/6/2021,3,4,Wind,1319
9/4/2024,0,1,Wind,1181
1/20/2025,20,21,Wind,1179
7/13/2020,13,14,Solar,4705
6/3/2021,15,16,Solar,3805
4/9/2025,8,9,Wind,5564
7/25/2024,15,16,Solar,9796
9/13/2020,21,22,Wind,1634
7/18/2024,3,4,Wind,2282
6/16/2024,11,12,Wind,7228
1/15/2025,7,8,Wind,2998
4/12/2023,10,11,Wind,11551
9/30/2023,15,16,Solar,6238
10/31/2025,12,13,Wind,13978
2/20/2025,15,16,Wind,10442
12/7/2021,4,5,Wind,5875
12/19/2021,2,3,Wind,3858
9/11/2021,6,7,Wind,1304
7/13/2022,3,4,Wind,1284
7/26/2025,1,2,Wind,2898
5/6/2025,13,14,Wind,15086
12/20/2022,7,8,Wind,13290
8/28/2020,23,0,Wind,2992
1/20/2023,7,8,Wind,2459
2/19/2024,20,21,Wind,5970
6/26/2021,13,14,Solar,4853
5/29/2024,15,16,Wind,11061
6/13/2021,2,3,Wind,3335
8/26/2024,2,3,Wind,2474
6/10/2021,20,21,Wind,1433
9/12/2020,21,22,Wind,1498
2/14/2022,2,3,Wind,13708
7/14/2022,15,16,Solar,9365
9/1/2022,2,3,Wind,3710
7/25/2023,8,9,Wind,6136
6/27/2025,15,16,Solar,11359
5/26/2024,3,4,Wind,4941
4/4/2022,0,1,Wind,1493
10/24/2021,3,4,Wind,4122
11/11/2021,21,22,Wind,870
12/15/2020,3,4,Wind,4872
1/8/2022,17,18,Wind,15073
7/23/2020,22,23,Wind,1571
7/18/2020,22,23,Wind,1461
12/12/2021,16,17,Wind,2570
4/5/2022,9,10,Wind,6905
7/17/2023,5,6,Wind,2324
4/20/2020,7,8,Wind,5618
1/18/2021,7,8,Wind,2566
8/24/2021,18,19,Wind,11067
1/28/2021,8,9,Wind,13948
2/27/2020,21,22,Wind,7033
5/4/2025,15,16,Wind,7299
9/1/2020,9,10,Solar,2103
11/11/2024,7,8,Wind,3528
10/24/2021,11,12,Solar,6109
11/11/2022,5,6,Wind,3169
1/8/2020,1,2,Wind,5852
1/13/2021,4,5,Wind,3236
8/10/2021,14,15,Solar,5787
4/2/2025,2,3,Wind,15114
3/1/2021,17,18,Wind,3239
11/30/2022,9,10,Wind,2060
1/14/2020,18,19,Wind,12733
10/12/2020,10,11,Solar,3235
3/29/2024,20,21,Wind,5982
10/12/2025,15,16,Solar,11438
12/21/2020,3,4,Wind,6804
9/16/2024,15,16,Solar,10670
4/7/2023,12,13,Solar,7303
7/21/2024,16,17,Wind,8390
10/31/2024,13,14,Solar,4724
2/21/2020,13,14,Wind,8359
9/1/2021,19,20,Wind,6601
3/10/2024,20,21,Wind,1487
8/12/2020,16,17,Wind,3514
8/26/2023,4,5,Wind,3719
3/2/2022,9,10,Wind,3208
1/3/2022,8,9,Wind,9363
2/13/2025,11,12,Solar,4235
4/10/2024,8,9,Wind,3966
3/22/2021,19,20,Wind,2676
1/10/2025,10,11,Wind,5399
10/6/2023,15,16,Solar,6868
4/29/2024,15,16,Solar,7027
7/13/2024,5,6,Wind,896
11/14/2021,15,16,Wind,4245
12/10/2023,10,11,Wind,14883
6/13/2022,19,20,Wind,2895
9/21/2024,7,8,Wind,3743
7/9/2025,2,3,Wind,1777
8/18/2024,13,14,Solar,10781
2/3/2023,7,8,Wind,6517
12/12/2021,17,18,Wind,2137
5/10/2021,1,2,Wind,7851
6/24/2022,20,21,Wind,6156
3/17/2020,3,4,Wind,1308
7/24/2024,8,9,Solar,2606
10/27/2023,3,4,Wind,8707
8/17/2025,10,11,Solar,9267
9/17/2020,16,17,Wind,8119
9/30/2025,5,6,Wind,1392
10/3/2024,7,8,Wind,7039
3/28/2021,7,8,Wind,3564
7/17/2025,23,0,Wind,1610
2/26/2022,10,11,Solar,7670
7/3/2025,15,16,Solar,9564
3/7/2025,18,19,Wind,5888
8/8/2024,4,5,Wind,1215
9/23/2023,8,9,Wind,3488
4/28/2021,11,12,Solar,2519
9/10/2022,14,15,Solar,8766
3/31/2025,8,9,Wind,5433
7/16/2024,4,5,Wind,8021
8/20/2025,11,12,Wind,7286
1/6/2023,13,14,Wind,8675
8/17/2023,20,21,Wind,1803
3/15/2024,5,6,Wind,9919
12/4/2020,0,1,Wind,12195
12/21/2021,4,5,Wind,2850
6/9/2024,22,23,Wind,5084
6/14/2022,8,9,Solar,3413
8/27/2023,6,7,Wind,2812
1/6/2025,12,13,Wind,18898
3/6/2020,20,21,Wind,4508
12/30/2021,12,13,Wind,9277
12/6/2022,6,7,Wind,1632
6/21/2024,1,2,Wind,1325
2/1/2025,21,22,Wind,4191
7/14/2020,18,19,Wind,4409
7/1/2020,19,20,Wind,5201
3/21/2023,22,23,Wind,8110
4/14/2025,8,9,Solar,2139
2/27/2022,12,13,Wind,10044
11/5/2020,13,14,Wind,6887
3/10/2020,5,6,Wind,12041
6/1/2025,17,18,Solar,3175
1/26/2025,2,3,Wind,9972
4/30/2020,13,14,Wind,11987
12/14/2024,2,3,Wind,1157
4/15/2025,15,16,Wind,7968
10/30/2020,2,3,Wind,7489
2/8/2021,0,1,Wind,1406
3/9/2022,4,5,Wind,3581
2/22/2022,15,16,Wind,14388
1/16/2024,19,20,Wind,3128
11/30/2023,11,12,Wind,2419
1/21/2022,14,15,Wind,6986
10/13/2022,2,3,Wind,1361
6/17/2022,23,0,Wind,1592
11/17/2024,6,7,Wind,3941
7/18/2020,2,3,Wind,1339
9/25/2024,8,9,Wind,5967
3/29/2022,5,6,Wind,2891
6/17/2020,19,20,Wind,2095
6/29/2024,18,19,Wind,6554
10/30/2020,10,11,Wind,7419
2/19/2021,19,20,Wind,7404
1/1/2024,4,5,Wind,8838
12/27/2022,6,7,Wind,4019
11/1/2021,10,11,Wind,10079
8/28/2020,21,22,Wind,3247
8/27/2020,19,20,Wind,6475
10/5/2022,20,21,Wind,7845
2/6/2020,4,5,Wind,2972
2/9/2024,11,12,Wind,13564
5/17/2024,23,0,Wind,679
4/8/2021,10,11,Solar,3570
11/4/2025,1,2,Wind,8203
11/18/2022,6,7,Wind,7697
3/24/2020,6,7,Wind,5924
2/24/2020,3,4,Wind,3562
9/9/2020,0,1,Wind,935
8/3/2025,12,13,Solar,6177
1/24/2023,18,19,Wind,2989
10/31/2020,3,4,Wind,2492
8/14/2024,14,15,Solar,6071
4/27/2024,15,16,Wind,11873
4/26/2024,23,0,Wind,4435
5/11/2020,1,2,Wind,9243
7/2/2022,6,7,Wind,1275
11/2/2023,15,16,Wind,15875
8/15/2021,16,17,Wind,8032
7/10/2020,16,17,Wind,5447
2/18/2020,9,10,Wind,8247
1/17/2025,2,3,Wind,2010
9/29/2025,14,15,Solar,9018
2/10/2025,3,4,Wind,3590
11/2/2024,0,1,Wind,1203
1/7/2023,20,21,Wind,14522
12/30/2022,7,8,Wind,13456
2/29/2020,23,0,Wind,11760
3/17/2021,20,21,Wind,5952
4/15/2025,20,21,Wind,9714
6/20/2023,20,21,Wind,1917
2/20/2021,17,18,Wind,12274
5/25/2022,19,20,Wind,8041
12/27/2021,8,9,Wind,7212
10/20/2024,1,2,Wind,3018
5/14/2025,21,22,Wind,6080
2/20/2022,12,13,Wind,17314
4/18/2021,1,2,Wind,4779
1/30/2024,0,1,Wind,8113
2/7/2021,1,2,Wind,5123
10/31/2025,6,7,Wind,9628
7/3/2025,7,8,Wind,4571
5/26/2022,21,22,Wind,4299
4/9/2024,5,6,Wind,9097
8/13/2020,14,15,Wind,4931
10/31/2024,19,20,Wind,1060
4/25/2025,14,15,Solar,10245
12/11/2024,13,14,Wind,7435
5/20/2022,7,8,Wind,3605
5/31/2020,11,12,Wind,8533
12/21/2024,7,8,Wind,7750
11/1/2022,9,10,Wind,11756
6/12/2022,3,4,Wind,3211
1/3/2022,18,19,Wind,7791
8/13/2025,18,19,Wind,3943
7/6/2021,5,6,Wind,9578
10/12/2025,13,14,Solar,12629
6/7/2024,21,22,Wind,1472
12/9/2022,12,13,Wind,3667
3/15/2021,20,21,Wind,5856
2/8/2023,13,14,Solar,6888
7/9/2022,10,11,Solar,5963
3/2/2025,15,16,Solar,9877
7/16/2023,6,7,Wind,5414
1/6/2022,9,10,Wind,2549
8/29/2022,9,10,Wind,4856
4/21/2025,2,3,Wind,4052
8/14/2025,2,3,Wind,2821
11/2/2023,17,18,Wind,15676
5/2/2024,10,11,Wind,9667
8/3/2023,10,11,Wind,12494
3/5/2020,0,1,Wind,5038
1/6/2024,19,20,Wind,8024
5/19/2022,6,7,Wind,3839
1/28/2024,8,9,Wind,9911
1/23/2021,9,10,Wind,6788
1/5/2024,3,4,Wind,11144
3/29/2020,17,18,Wind,13938
11/13/2020,14,15,Wind,5605
8/30/2025,4,5,Wind,4869
8/17/2022,19,20,Wind,2033
5/31/2022,8,9,Solar,1676
10/18/2022,9,10,Wind,3002
12/3/2020,8,9,Wind,5211
1/11/2022,13,14,Solar,5143
2/24/2022,3,4,Wind,4329
9/2/2021,9,10,Wind,5745
9/10/2020,0,1,Wind,1794
5/2/2022,11,12,Solar,6127
3/8/2025,5,6,Wind,10697
10/16/2024,1,2,Wind,11010
7/17/2025,20,21,Wind,1801
12/1/2023,10,11,Wind,3234
11/12/2023,14,15,Wind,9888
9/3/2023,18,19,Wind,6935
1/17/2022,15,16,Solar,2716
4/26/2023,8,9,Wind,2693
4/1/2021,17,18,Wind,6463
5/28/2023,9,10,Solar,5108
3/27/2022,14,15,Solar,6871
4/13/2025,2,3,Wind,9132
10/18/2021,21,22,Wind,4845
9/9/2022,22,23,Wind,5803
11/14/2025,6,7,Wind,12793
2/27/2020,3,4,Wind,5876
7/7/2020,13,14,Solar,5278
12/18/2023,15,16,Wind,3980
9/28/2023,1,2,Wind,4548
6/28/2024,7,8,Wind,2990
10/20/2020,5,6,Wind,9659
4/27/2021,3,4,Wind,4738
4/6/2024,15,16,Wind,8363
4/28/2021,16,17,Wind,4670
10/2/2025,17,18,Solar,4982
9/14/2020,14,15,Solar,5167
6/24/2023,6,7,Wind,2771
10/21/2020,11,12,Wind,15183
8/1/2025,17,18,Wind,11333
2/23/2022,23,0,Wind,3212
7/24/2021,12,13,Solar,5662
12/10/2023,4,5,Wind,14688
4/19/2020,5,6,Wind,2422
4/24/2021,3,4,Wind,7172
4/21/2020,9,10,Wind,5012
10/12/2023,16,17,Wind,8100
11/16/2025,2,3,Wind,2155
1/7/2022,13,14,Wind,12803
11/16/2023,5,6,Wind,4723
6/18/2020,1,2,Wind,1643
8/3/2024,6,7,Wind,2972
6/24/2024,8,9,Solar,4072
5/18/2023,16,17,Wind,9570
4/24/2020,17,18,Solar,3015
9/19/2024,23,0,Wind,8303
12/18/2021,18,19,Wind,6095
8/9/2024,8,9,Wind,6545
1/31/2025,14,15,Wind,9041
3/28/2021,15,16,Solar,6562
6/8/2024,20,21,Wind,3640
10/16/2024,19,20,Wind,10396
3/3/2020,13,14,Wind,2627
11/21/2024,22,23,Wind,6234
12/6/2020,7,8,Wind,2388
4/21/2022,13,14,Solar,7316
9/1/2023,13,14,Solar,9763
1/29/2023,13,14,Solar,4709
4/27/2022,13,14,Solar,9899
12/6/2023,12,13,Solar,4011
2/11/2023,4,5,Wind,1810
5/23/2021,19,20,Wind,7087
1/13/2023,13,14,Wind,17620
10/21/2020,8,9,Wind,12602
11/11/2021,9,10,Solar,2291
2/28/2023,21,22,Wind,6877
3/10/2023,12,13,Wind,20267
11/15/2021,1,2,Wind,3350
8/27/2022,13,14,Solar,7247
9/26/2025,19,20,Wind,408
10/18/2025,11,12,Solar,10166
9/4/2022,6,7,Wind,2242
5/14/2020,22,23,Wind,8480
11/20/2021,21,22,Wind,256
3/19/2022,2,3,Wind,11653
7/27/2023,19,20,Wind,7081
9/29/2022,16,17,Solar,3391
10/30/2020,20,21,Wind,2316
1/18/2020,17,18,Wind,1821
11/18/2023,8,9,Wind,10478
4/28/2025,19,20,Wind,4874
8/25/2022,1,2,Wind,2568
1/29/2020,10,11,Wind,8131
2/28/2024,4,5,Wind,2938
8/14/2021,7,8,Wind,1499
2/1/2025,4,5,Wind,3300
1/8/2025,17,18,Wind,15551
7/19/2020,5,6,Wind,717
4/15/2024,1,2,Wind,2526
10/7/2020,3,4,Wind,8655
5/13/2021,9,10,Wind,6445
8/21/2024,6,7,Wind,3751
1/9/2023,11,12,Wind,16471
7/12/2021,12,13,Solar,4206
7/17/2021,3,4,Wind,2660
2/8/2021,14,15,Wind,2189
12/21/2024,17,18,Wind,17785
8/11/2023,18,19,Solar,4743
10/26/2025,4,5,Wind,9938
10/17/2020,19,20,Wind,554
11/11/2025,6,7,Wind,7784
4/25/2021,4,5,Wind,8220
8/13/2022,22,23,Wind,3130
10/23/2023,5,6,Wind,5937
6/8/2021,0,1,Wind,1392
2/7/2021,14,15,Wind,6165
5/12/2025,16,17,Solar,4127
1/20/2024,1,2,Wind,3446
4/5/2022,15,16,Wind,10520
6/9/2023,14,15,Solar,7100
4/5/2025,23,0,Wind,9012
11/22/2025,14,15,Wind,12287
7/22/2025,17,18,Wind,11630
11/5/2022,2,3,Wind,3089
9/17/2021,3,4,Wind,696
10/13/2020,14,15,Wind,6661
4/8/2025,21,22,Wind,4246
3/8/2025,8,9,Wind,12302
10/14/2025,3,4,Wind,6169
12/7/2022,3,4,Wind,2533
5/29/2020,8,9,Wind,4079
10/4/2021,11,12,Wind,6850
12/15/2024,11,12,Wind,9368
4/26/2025,3,4,Wind,5053
8/19/2020,23,0,Wind,4393
1/17/2022,21,22,Wind,1708
7/2/2021,6,7,Wind,434
4/9/2024,19,20,Wind,12447
11/10/2022,23,0,Wind,3646
2/12/2023,19,20,Wind,3488
7/13/2022,18,19,Solar,4749
4/24/2025,13,14,Solar,9198
12/20/2021,17,18,Wind,3168
5/29/2024,7,8,Wind,6284
2/3/2024,23,0,Wind,5376
9/1/2021,18,19,Wind,7759
8/19/2023,22,23,Wind,1054
9/22/2022,0,1,Wind,2751
1/18/2020,14,15,Solar,2528
4/8/2021,0,1,Wind,851
10/5/2023,9,10,Solar,3037
8/31/2022,3,4,Wind,2669
3/12/2022,18,19,Wind,8732
7/20/2022,23,0,Wind,1815
4/29/2023,19,20,Wind,2892
7/30/2022,2,3,Wind,1439
5/13/2021,22,23,Wind,2605
10/16/2021,21,22,Wind,1291
10/15/2020,7,8,Wind,3910
6/6/2023,12,13,Solar,8646
8/8/2025,5,6,Wind,1437
7/26/2025,10,11,Solar,7998
2/20/2022,2,3,Wind,11206
11/28/2025,2,3,Wind,8628
6/28/2021,13,14,Solar,3922
9/19/2021,3,4,Wind,3519
9/28/2023,19,20,Wind,2552
5/13/2024,14,15,Solar,6831
5/18/2021,2,3,Wind,5406
8/1/2024,16,17,Solar,8661
9/12/2024,2,3,Wind,4472
2/5/2022,0,1,Wind,5210
8/15/2021,7,8,Wind,1301
7/31/2025,6,7,Wind,2301
1/27/2021,16,17,Wind,4041
11/9/2022,4,5,Wind,8537
12/22/2020,2,3,Wind,12189
12/8/2023,0,1,Wind,7878
11/10/2021,15,16,Solar,1760
5/11/2021,10,11,Wind,4076
2/15/2022,14,15,Wind,13683
4/8/2020,7,8,Wind,2012
4/10/2021,0,1,Wind,4391
6/7/2021,2,3,Wind,1350
5/13/2021,0,1,Wind,4479
3/8/2021,20,21,Wind,2882
11/6/2020,8,9,Wind,6743
3/16/2025,0,1,Wind,10187
9/26/2020,13,14,Wind,12730
11/23/2025,12,13,Wind,15669
3/24/2023,17,18,Wind,15698
1/22/2022,12,13,Solar,5027
2/8/2022,22,23,Wind,2415
4/27/2024,0,1,Wind,4743
1/24/2024,7,8,Wind,16218
9/20/2022,19,20,Wind,2499
7/19/2024,16,17,Solar,7392
11/13/2025,8,9,Wind,10392
2/13/2022,14,15,Wind,16782
1/22/2022,0,1,Wind,3190
12/19/2024,10,11,Wind,17216
1/18/2020,9,10,Wind,3050
2/6/2025,13,14,Wind,13224
3/8/2021,13,14,Solar,4523
1/20/2020,22,23,Wind,4934
8/29/2020,1,2,Wind,3457
9/17/2024,15,16,Wind,17409
5/15/2023,19,20,Wind,9747
4/26/2023,14,15,Solar,4918
8/7/2022,2,3,Wind,7089
11/18/2021,3,4,Wind,1529
7/28/2022,15,16,Solar,5339
9/29/2024,4,5,Wind,3181
7/27/2025,8,9,Wind,3635
12/7/2022,17,18,Wind,1713
6/4/2022,0,1,Wind,3214
4/11/2022,18,19,Wind,7879
7/18/2025,10,11,Solar,6389
10/28/2025,4,5,Wind,11636
1/15/2024,12,13,Wind,6809
3/7/2021,13,14,Solar,3169
1/10/2024,19,20,Wind,3793
5/8/2024,0,1,Wind,6559
9/28/2024,4,5,Wind,6407
5/25/2021,6,7,Wind,9546
8/2/2021,6,7,Wind,1153
6/13/2025,4,5,Wind,2021
6/10/2022,13,14,Solar,8508
1/10/2025,14,15,Wind,4286
7/20/2023,12,13,Solar,6951
2/28/2020,13,14,Wind,11014
6/18/2024,12,13,Solar,7785
1/31/2024,20,21,Wind,6085
1/27/2023,23,0,Wind,6094
8/15/2020,11,12,Solar,3086
10/4/2022,4,5,Wind,988
1/29/2024,23,0,Wind,8472
4/12/2022,6,7,Wind,7935
1/11/2022,23,0,Wind,2090
5/11/2025,16,17,Wind,4808
10/14/2023,4,5,Wind,10187
10/1/2021,23,0,Wind,3707
10/4/2024,22,23,Wind,2835
12/31/2024,11,12,Wind,7306
3/23/2020,16,17,Wind,7482
2/25/2022,2,3,Wind,7548
2/11/2022,16,17,Solar,3615
7/1/2025,13,14,Solar,9839
9/10/2021,3,4,Wind,2131
11/20/2024,9,10,Wind,6181
9/13/2021,3,4,Wind,2426
2/14/2025,11,12,Solar,9119
9/30/2023,2,3,Wind,547
7/3/2020,13,14,Wind,6832
12/16/2022,4,5,Wind,5658
6/29/2025,12,13,Solar,4495
3/21/2025,6,7,Wind,10695
9/22/2023,15,16,Wind,13602
1/26/2024,22,23,Wind,2003
5/29/2023,23,0,Wind,10422
1/18/2024,19,20,Wind,4652
8/17/2023,21,22,Wind,2474
2/18/2021,13,14,Wind,11280
11/28/2025,16,17,Wind,7122
6/5/2025,11,12,Wind,9135
7/5/2025,19,20,Wind,7083
8/30/2023,20,21,Wind,4070
1/24/2020,14,15,Solar,1733
1/30/2021,11,12,Wind,8960
1/26/2021,10,11,Wind,5086
7/22/2020,22,23,Wind,2730
9/10/2025,10,11,Solar,8381
5/20/2021,11,12,Solar,7459
8/30/2020,16,17,Wind,6972
