Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.982,0.056,238.95,4.0,0.0,0.0,0.0
1.538,0.174,240.28,6.4,0.0,0.0,18.0
0.124,0.0,241.06,0.6,0.0,0.0,0.0
0.154,0.0,244.42,0.6,0.0,0.0,1.0
0.396,0.108,242.17,2.0,0.0,1.0,0.0
2.384,0.58,238.62,10.2,1.0,1.0,29.0
1.592,0.05,240.95,6.6,0.0,0.0,18.0
1.574,0.188,238.73,6.6,0.0,0.0,18.0
0.29,0.0,243.64,1.2,0.0,0.0,1.0
1.388,0.054,244.52,5.6,0.0,0.0,18.0
0.388,0.226,243.13,2.0,0.0,0.0,1.0
1.562,0.058,241.89,6.4,0.0,0.0,18.0
2.748,0.074,237.75,11.8,0.0,0.0,18.0
0.938,0.256,241.86,4.0,0.0,1.0,12.0
0.358,0.0,240.47,1.4,0.0,0.0,1.0
1.642,0.0,237.83,6.8,1.0,0.0,17.0
0.248,0.112,240.52,1.0,0.0,0.0,1.0
0.246,0.0,243.82,1.0,0.0,0.0,1.0
0.812,0.202,237.07,3.4,0.0,1.0,0.0
0.11,0.0,243.75,0.4,0.0,0.0,0.0
0.27,0.112,241.59,1.2,0.0,0.0,1.0
2.74,0.37,229.16,12.0,35.0,3.0,0.0
1.996,0.086,238.52,9.2,0.0,0.0,18.0
1.608,0.248,240.43,6.8,0.0,1.0,22.0
0.656,0.124,240.08,2.8,0.0,1.0,0.0
0.28,0.0,241.15,1.2,0.0,0.0,1.0
1.856,0.14,238.39,7.8,0.0,0.0,0.0
2.714,0.496,241.43,11.8,0.0,0.0,19.0
0.212,0.1,242.08,1.0,0.0,1.0,0.0
2.148,0.284,235.15,9.2,0.0,0.0,17.0
1.34,0.0,242.54,5.4,0.0,0.0,19.0
1.19,0.064,232.42,5.0,0.0,0.0,16.0
0.42,0.154,250.82,1.8,0.0,0.0,1.0
0.368,0.254,244.02,1.8,0.0,1.0,0.0
2.238,0.086,237.36,9.4,0.0,0.0,18.0
2.662,0.42,239.06,11.4,0.0,31.0,0.0
0.266,0.0,245.68,1.2,0.0,0.0,0.0
0.526,0.198,246.35,2.4,0.0,0.0,0.0
0.292,0.224,240.15,1.4,0.0,2.0,1.0
1.568,0.054,238.37,6.6,0.0,0.0,17.0
0.276,0.0,244.4,1.2,0.0,0.0,0.0
1.212,0.39,237.23,5.4,1.0,1.0,1.0
4.552,0.0,236.96,19.2,38.0,0.0,17.0
0.446,0.27,243.17,2.0,0.0,1.0,1.0
0.252,0.082,241.87,1.2,0.0,0.0,0.0
2.05,0.278,238.89,8.6,0.0,0.0,18.0
0.33,0.11,244.23,1.4,0.0,0.0,1.0
0.254,0.0,241.51,1.0,0.0,0.0,1.0
1.576,0.332,241.17,6.6,0.0,2.0,18.0
1.304,0.116,242.31,5.4,0.0,1.0,19.0
0.418,0.164,238.48,1.8,0.0,1.0,1.0
0.412,0.0,243.26,2.0,0.0,0.0,0.0
1.48,0.102,239.32,6.2,0.0,0.0,18.0
0.204,0.092,235.02,1.0,0.0,0.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
1.548,0.104,240.34,6.4,0.0,0.0,18.0
0.74,0.202,244.73,3.2,1.0,2.0,0.0
0.732,0.196,240.93,3.0,0.0,1.0,1.0
0.186,0.096,242.18,0.8,0.0,1.0,0.0
1.148,0.0,234.71,4.8,0.0,0.0,18.0
0.374,0.188,241.87,1.6,0.0,1.0,1.0
0.248,0.0,244.7,1.0,0.0,0.0,1.0
5.824,0.108,235.83,24.6,37.0,37.0,17.0
1.676,0.318,240.4,7.0,0.0,1.0,19.0
0.156,0.0,241.34,0.6,0.0,0.0,1.0
0.482,0.066,247.9,2.0,0.0,2.0,1.0
0.602,0.366,242.51,2.8,0.0,1.0,0.0
2.664,0.124,240.64,11.0,0.0,2.0,18.0
1.386,0.16,241.78,5.6,0.0,0.0,17.0
0.39,0.052,242.77,1.6,0.0,0.0,1.0
1.278,0.052,240.08,5.2,0.0,0.0,17.0
0.43,0.338,244.28,2.2,0.0,2.0,0.0
1.44,0.25,240.43,6.0,0.0,2.0,11.0
1.258,0.0,235.64,5.2,0.0,0.0,18.0
0.382,0.138,245.11,1.6,0.0,0.0,1.0
0.23,0.074,240.75,1.0,0.0,0.0,1.0
1.548,0.19,239.68,6.4,1.0,0.0,18.0
0.21,0.06,245.77,0.8,0.0,0.0,0.0
1.166,0.0,239.17,4.8,0.0,0.0,17.0
1.454,0.378,239.0,6.2,0.0,0.0,11.0
1.49,0.064,242.34,6.0,0.0,0.0,19.0
2.262,0.296,237.33,9.6,0.0,0.0,28.0
1.484,0.152,242.98,6.0,0.0,0.0,18.0
0.36,0.078,241.18,1.6,0.0,0.0,1.0
2.162,0.308,235.66,9.2,0.0,1.0,17.0
3.75,0.316,234.62,16.0,37.0,0.0,17.0
2.954,0.248,236.51,12.4,0.0,0.0,18.0
0.49,0.344,241.16,2.4,0.0,1.0,0.0
0.36,0.076,245.54,1.6,0.0,1.0,0.0
1.74,0.108,239.97,7.2,0.0,0.0,18.0
1.644,0.154,242.37,6.8,0.0,0.0,0.0
1.584,0.314,241.01,6.8,0.0,1.0,8.0
1.554,0.162,238.78,7.0,0.0,0.0,18.0
1.688,0.192,239.31,7.0,0.0,1.0,18.0
2.958,0.19,234.09,12.6,0.0,0.0,18.0
1.398,0.088,242.18,5.8,0.0,0.0,18.0
0.26,0.0,248.77,1.0,0.0,0.0,0.0
1.45,0.13,239.69,6.0,2.0,0.0,18.0
0.276,0.262,243.13,1.6,0.0,1.0,0.0
2.166,0.0,240.93,9.0,1.0,1.0,19.0
3.538,0.0,237.71,14.8,37.0,0.0,18.0
0.24,0.0,243.9,1.0,0.0,0.0,1.0
1.538,0.3,240.91,6.4,0.0,0.0,18.0
0.304,0.074,242.63,1.2,0.0,0.0,0.0
0.512,0.202,241.4,2.2,0.0,2.0,0.0
1.286,0.0,238.16,5.4,0.0,0.0,18.0
1.566,0.0,243.77,6.4,0.0,0.0,0.0
0.406,0.212,243.26,2.0,0.0,0.0,0.0
0.29,0.104,240.04,1.2,0.0,1.0,0.0
0.334,0.246,240.68,1.8,0.0,1.0,0.0
1.414,0.15,238.34,5.8,0.0,0.0,18.0
1.232,0.0,238.41,5.2,0.0,0.0,18.0
0.25,0.0,247.64,1.0,0.0,0.0,0.0
3.212,0.146,238.01,13.6,0.0,0.0,11.0
0.272,0.0,241.77,1.2,0.0,0.0,0.0
1.564,0.216,243.43,6.4,1.0,0.0,19.0
1.464,0.218,239.81,6.0,0.0,0.0,19.0
1.22,0.0,241.67,5.0,0.0,0.0,18.0
0.426,0.234,244.84,2.0,0.0,0.0,1.0
0.356,0.086,245.95,1.4,0.0,0.0,0.0
0.342,0.074,239.31,1.4,0.0,0.0,0.0
0.244,0.064,237.19,1.2,0.0,0.0,0.0
1.444,0.0,238.94,6.0,0.0,0.0,17.0
1.372,0.262,243.68,5.6,0.0,0.0,0.0
0.496,0.08,240.81,2.4,0.0,0.0,0.0
0.266,0.212,234.78,1.4,0.0,0.0,0.0
1.402,0.072,240.94,5.8,0.0,0.0,19.0
1.698,0.25,243.44,7.0,0.0,0.0,19.0
0.688,0.116,240.76,3.0,0.0,0.0,1.0
2.36,0.0,240.16,9.8,2.0,0.0,18.0
1.312,0.0,238.34,5.4,0.0,0.0,18.0
6.872,0.0,228.98,30.0,35.0,33.0,16.0
0.274,0.0,247.74,1.2,0.0,0.0,0.0
2.398,0.144,234.39,10.2,0.0,0.0,17.0
2.526,0.184,241.2,10.4,0.0,0.0,0.0
1.568,0.082,240.41,6.6,0.0,0.0,18.0
1.524,0.0,242.82,6.2,0.0,0.0,19.0
0.188,0.0,240.92,0.8,0.0,0.0,1.0
0.338,0.162,247.07,1.6,0.0,1.0,0.0
4.458,0.0,232.22,19.2,0.0,35.0,16.0
0.22,0.0,240.46,1.0,0.0,0.0,0.0
1.332,0.05,240.97,5.6,0.0,0.0,1.0
0.422,0.288,242.62,2.0,0.0,0.0,0.0
0.28,0.0,247.45,1.2,0.0,0.0,0.0
0.212,0.0,239.73,0.8,0.0,0.0,0.0
0.304,0.07,242.28,1.2,0.0,0.0,0.0
0.228,0.0,243.64,1.0,0.0,0.0,0.0
0.274,0.0,246.07,1.0,0.0,0.0,0.0
0.23,0.134,240.33,1.0,0.0,0.0,1.0
4.048,0.1,240.27,16.8,38.0,0.0,18.0
0.196,0.118,242.2,1.0,0.0,1.0,0.0
2.542,0.088,240.96,10.4,0.0,0.0,18.0
1.388,0.058,242.9,5.6,0.0,0.0,18.0
0.204,0.0,241.48,0.8,0.0,0.0,0.0
0.306,0.074,235.68,1.2,0.0,0.0,0.0
1.888,0.2,239.71,7.8,0.0,0.0,17.0
2.518,0.0,242.08,10.4,0.0,37.0,0.0
0.286,0.09,239.99,1.2,0.0,0.0,0.0
1.694,0.348,239.05,7.2,0.0,0.0,18.0
0.212,0.134,241.14,1.0,0.0,0.0,0.0
0.236,0.0,244.74,1.0,0.0,0.0,1.0
1.8,0.166,240.52,7.4,0.0,0.0,18.0
0.132,0.0,242.79,0.6,0.0,0.0,1.0
0.814,0.338,239.55,4.0,0.0,1.0,7.0
0.376,0.322,241.11,2.0,0.0,1.0,0.0
1.546,0.162,240.16,6.4,0.0,1.0,18.0
0.28,0.22,245.33,1.4,0.0,1.0,1.0
0.108,0.0,241.14,0.4,0.0,0.0,0.0
0.08,0.0,239.82,0.2,0.0,0.0,1.0
2.824,0.052,240.65,11.8,0.0,0.0,18.0
0.662,0.0,242.51,2.6,0.0,0.0,1.0
1.748,0.0,239.7,7.2,1.0,0.0,0.0
0.664,0.406,240.43,3.2,0.0,2.0,0.0
1.496,0.118,238.84,7.8,22.0,0.0,0.0
0.312,0.22,240.28,1.6,0.0,1.0,0.0
0.206,0.0,243.21,0.8,0.0,0.0,0.0
0.266,0.0,239.75,1.0,0.0,0.0,1.0
0.426,0.0,242.27,1.8,0.0,1.0,0.0
0.344,0.064,240.75,1.4,0.0,1.0,0.0
0.402,0.216,244.83,1.8,0.0,1.0,0.0
0.562,0.18,244.78,2.4,1.0,1.0,0.0
2.84,0.082,238.96,11.8,0.0,0.0,18.0
0.344,0.136,243.94,1.4,0.0,0.0,1.0
0.42,0.114,243.1,2.0,0.0,0.0,1.0
0.162,0.0,242.8,0.6,0.0,0.0,0.0
1.08,0.33,238.33,4.6,0.0,1.0,1.0
0.158,0.122,240.31,0.8,0.0,0.0,0.0
1.5,0.102,244.88,6.2,0.0,0.0,19.0
0.772,0.198,240.46,3.2,0.0,0.0,1.0
0.49,0.094,242.49,2.2,0.0,0.0,0.0
0.336,0.128,244.75,1.4,0.0,1.0,0.0
1.432,0.28,237.49,6.0,0.0,1.0,18.0
1.726,0.266,244.09,7.0,0.0,1.0,19.0
2.508,0.136,233.49,10.8,0.0,0.0,17.0
0.222,0.0,244.24,1.0,0.0,0.0,0.0
3.724,0.108,234.38,15.8,0.0,35.0,17.0
1.354,0.0,240.19,5.6,0.0,0.0,18.0
0.17,0.0,240.35,0.8,0.0,0.0,0.0
0.32,0.086,241.54,1.4,0.0,0.0,0.0
0.386,0.216,242.37,2.0,0.0,1.0,1.0
0.34,0.15,243.74,1.4,1.0,0.0,1.0
1.726,0.278,243.57,7.2,0.0,6.0,0.0
0.37,0.18,241.0,1.8,0.0,0.0,0.0
0.082,0.0,242.03,0.2,0.0,0.0,1.0
0.334,0.236,239.82,1.6,0.0,1.0,0.0
0.212,0.086,241.9,1.0,0.0,0.0,1.0
1.562,0.048,241.28,6.4,0.0,0.0,18.0
0.914,0.164,241.94,3.8,0.0,0.0,12.0
0.642,0.048,244.71,2.6,0.0,0.0,0.0
0.448,0.18,247.72,2.0,0.0,0.0,0.0
1.438,0.068,244.98,5.8,0.0,2.0,0.0
0.274,0.086,240.3,1.2,0.0,0.0,0.0
1.502,0.0,240.31,6.2,0.0,0.0,19.0
0.264,0.132,242.27,1.2,0.0,0.0,1.0
1.512,0.082,243.38,6.2,0.0,0.0,19.0
4.028,0.0,233.85,17.2,0.0,0.0,16.0
0.59,0.0,242.01,2.4,0.0,0.0,0.0
0.398,0.206,246.14,1.8,0.0,0.0,0.0
5.44,0.096,236.82,23.0,0.0,1.0,0.0
0.286,0.08,241.27,1.4,0.0,0.0,1.0
0.156,0.0,244.01,0.6,0.0,0.0,0.0
1.702,0.092,241.23,7.0,0.0,1.0,19.0
0.168,0.0,242.28,1.0,0.0,0.0,0.0
3.936,0.0,239.89,16.4,0.0,0.0,17.0
1.404,0.154,239.91,5.8,0.0,0.0,18.0
0.322,0.086,241.9,1.4,0.0,0.0,1.0
0.666,0.09,245.22,2.8,0.0,0.0,0.0
1.282,0.0,242.35,5.2,1.0,0.0,19.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
1.398,0.174,237.06,5.8,0.0,2.0,0.0
0.222,0.106,236.98,1.0,0.0,0.0,0.0
1.972,0.448,239.05,8.4,0.0,1.0,26.0
0.64,0.236,242.26,2.8,0.0,0.0,1.0
1.65,0.046,242.51,6.8,0.0,0.0,18.0
0.436,0.222,240.44,2.2,0.0,0.0,1.0
0.664,0.132,243.46,2.8,0.0,0.0,1.0
2.08,0.246,240.51,9.4,0.0,33.0,0.0
0.334,0.094,243.76,1.4,0.0,0.0,0.0
6.128,0.434,236.41,26.0,1.0,20.0,18.0
0.332,0.194,241.55,1.6,0.0,1.0,0.0
0.386,0.222,238.95,1.8,0.0,1.0,0.0
0.228,0.14,244.03,1.0,0.0,0.0,1.0
0.254,0.0,242.69,1.0,0.0,0.0,0.0
1.298,0.0,238.77,5.4,0.0,0.0,18.0
0.538,0.064,240.53,2.2,0.0,0.0,0.0
0.886,0.064,240.9,3.6,0.0,0.0,1.0
0.78,0.128,237.13,3.4,0.0,0.0,0.0
0.444,0.298,239.11,2.2,0.0,2.0,1.0
1.008,0.106,250.41,4.0,0.0,1.0,0.0
0.384,0.098,243.5,1.6,0.0,0.0,0.0
3.096,0.184,239.37,12.8,37.0,0.0,1.0
0.266,0.0,243.23,1.0,0.0,0.0,1.0
2.874,0.05,237.71,13.0,0.0,0.0,2.0
1.326,0.076,234.02,5.6,0.0,0.0,17.0
0.302,0.106,236.76,1.4,0.0,0.0,1.0
0.238,0.062,243.71,1.0,0.0,2.0,0.0
0.5,0.254,244.76,2.2,0.0,1.0,0.0
1.382,0.064,240.69,5.6,0.0,0.0,0.0
0.306,0.1,238.11,1.2,0.0,0.0,0.0
0.95,0.312,239.79,4.2,0.0,1.0,1.0
1.304,0.298,239.04,5.6,0.0,0.0,13.0
0.456,0.25,240.33,2.2,0.0,0.0,0.0
0.222,0.0,243.26,1.0,0.0,0.0,0.0
0.3,0.084,239.58,1.2,0.0,1.0,0.0
1.484,0.0,239.66,6.2,0.0,0.0,18.0
0.176,0.0,242.43,0.8,0.0,0.0,0.0
0.378,0.364,240.81,2.2,0.0,1.0,1.0
1.422,0.08,243.22,5.8,0.0,0.0,18.0
0.32,0.108,245.34,1.4,0.0,0.0,0.0
2.682,0.1,235.25,11.4,0.0,0.0,17.0
0.448,0.14,237.81,2.2,0.0,0.0,0.0
6.634,0.398,231.43,29.0,0.0,54.0,16.0
0.752,0.22,242.4,3.2,0.0,0.0,1.0
0.896,0.26,242.89,3.8,0.0,0.0,12.0
0.29,0.092,242.88,1.2,0.0,2.0,0.0
0.426,0.248,244.64,2.0,0.0,1.0,0.0
0.402,0.22,242.92,1.8,0.0,1.0,1.0
0.228,0.0,242.11,1.0,0.0,0.0,0.0
0.742,0.1,240.86,3.0,0.0,1.0,1.0
1.722,0.072,240.33,7.2,0.0,0.0,0.0
0.742,0.262,240.34,4.0,0.0,0.0,1.0
1.09,0.08,244.11,4.4,0.0,0.0,1.0
0.328,0.098,242.81,1.4,0.0,0.0,0.0
2.636,0.302,239.43,11.0,0.0,2.0,18.0
0.248,0.078,239.99,1.0,0.0,0.0,0.0
1.55,0.082,237.23,6.6,0.0,0.0,0.0
0.22,0.0,242.62,0.8,0.0,0.0,0.0
0.664,0.056,239.91,2.8,0.0,0.0,0.0
0.344,0.048,237.98,2.0,0.0,0.0,6.0
0.218,0.13,238.35,1.0,0.0,0.0,0.0
1.614,0.286,244.54,6.6,1.0,1.0,19.0
0.236,0.116,242.02,1.0,0.0,0.0,1.0
3.56,0.592,237.59,15.2,0.0,0.0,29.0
5.874,0.254,233.81,25.0,38.0,0.0,17.0
0.498,0.054,243.34,2.2,0.0,2.0,0.0
3.86,0.374,229.12,16.8,36.0,0.0,16.0
1.104,0.046,232.26,4.6,0.0,0.0,17.0
0.208,0.0,236.92,0.8,0.0,0.0,0.0
0.224,0.0,241.67,1.0,0.0,0.0,0.0
1.354,0.066,244.62,5.6,0.0,0.0,18.0
1.842,0.112,240.84,7.6,0.0,0.0,18.0
1.06,0.268,242.06,4.4,0.0,0.0,13.0
1.394,0.08,244.31,5.6,0.0,1.0,18.0
0.454,0.088,241.16,2.0,0.0,2.0,0.0
0.304,0.116,247.21,1.2,0.0,0.0,0.0
0.916,0.154,240.13,4.2,0.0,0.0,0.0
0.14,0.0,241.94,0.6,0.0,0.0,0.0
1.47,0.326,240.67,6.2,0.0,1.0,19.0
0.422,0.058,243.07,1.8,0.0,0.0,0.0
1.298,0.106,243.53,5.4,0.0,0.0,0.0
0.348,0.114,247.82,1.4,0.0,0.0,1.0
0.826,0.228,242.51,3.4,0.0,0.0,1.0
1.908,0.236,236.76,8.0,0.0,0.0,17.0
1.372,0.068,241.17,5.6,0.0,0.0,18.0
0.264,0.082,243.43,1.2,0.0,0.0,0.0
1.374,0.088,242.38,5.6,0.0,1.0,18.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.452,0.0,241.9,1.8,0.0,0.0,1.0
1.348,0.158,241.16,5.6,0.0,0.0,18.0
1.494,0.134,236.94,6.2,0.0,0.0,1.0
0.276,0.09,242.73,1.2,0.0,1.0,0.0
0.198,0.0,237.67,0.8,0.0,0.0,0.0
1.446,0.064,235.65,10.0,0.0,0.0,0.0
0.124,0.0,240.55,0.4,0.0,0.0,1.0
0.256,0.098,235.57,1.2,0.0,0.0,0.0
2.304,0.046,241.44,9.4,0.0,0.0,0.0
1.446,0.208,239.85,6.0,0.0,0.0,18.0
0.404,0.366,244.69,2.2,0.0,1.0,0.0
0.232,0.0,245.21,1.0,0.0,0.0,0.0
1.498,0.28,234.69,6.4,0.0,1.0,18.0
0.294,0.066,238.11,1.2,0.0,0.0,0.0
0.34,0.112,240.63,1.4,0.0,0.0,0.0
0.516,0.262,242.44,2.4,0.0,1.0,0.0
1.446,0.164,237.88,6.0,0.0,0.0,0.0
0.336,0.046,240.11,1.4,0.0,0.0,0.0
0.65,0.11,240.63,2.6,0.0,0.0,0.0
1.214,0.128,240.43,5.0,0.0,0.0,0.0
1.1,0.218,244.29,4.6,0.0,0.0,11.0
0.332,0.244,240.65,1.6,0.0,0.0,1.0
2.502,0.06,238.62,10.4,1.0,0.0,18.0
0.304,0.122,244.23,1.4,0.0,0.0,0.0
0.41,0.21,239.31,1.8,0.0,0.0,1.0
0.386,0.36,241.8,2.2,0.0,1.0,0.0
1.808,0.0,234.31,7.8,0.0,0.0,0.0
0.262,0.178,234.99,1.2,0.0,1.0,0.0
0.51,0.0,240.8,2.0,0.0,0.0,0.0
1.368,0.082,241.31,5.6,0.0,1.0,18.0
0.604,0.208,238.66,2.6,0.0,0.0,1.0
5.006,0.0,230.77,21.6,36.0,0.0,16.0
1.57,0.128,238.87,6.6,1.0,1.0,18.0
0.73,0.244,243.29,3.4,0.0,0.0,7.0
1.71,0.204,242.27,7.0,1.0,0.0,18.0
0.54,0.192,240.53,2.4,0.0,0.0,0.0
0.93,0.338,240.4,4.0,0.0,1.0,1.0
0.25,0.068,242.9,1.0,0.0,0.0,1.0
0.306,0.232,241.71,1.6,0.0,1.0,0.0
2.432,0.224,240.85,11.0,14.0,2.0,19.0
0.496,0.18,238.71,2.4,0.0,0.0,0.0
1.744,0.0,239.34,7.2,0.0,1.0,17.0
1.28,0.0,235.49,5.4,0.0,0.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.248,0.144,241.89,1.2,0.0,0.0,0.0
1.36,0.0,232.02,5.8,0.0,0.0,17.0
0.47,0.0,244.53,2.0,0.0,0.0,0.0
0.402,0.236,239.37,2.0,0.0,2.0,0.0
0.3,0.228,241.23,1.4,0.0,0.0,0.0
0.228,0.122,240.24,1.0,0.0,0.0,0.0
0.12,0.0,238.5,0.6,0.0,0.0,0.0
0.4,0.088,238.94,1.8,0.0,0.0,0.0
1.44,0.098,243.71,5.8,0.0,0.0,19.0
1.582,0.058,242.27,6.4,0.0,1.0,0.0
0.784,0.09,241.25,3.2,0.0,0.0,0.0
0.386,0.056,245.24,1.6,0.0,1.0,1.0
2.214,0.196,240.77,9.6,0.0,0.0,9.0
0.268,0.048,239.36,1.2,0.0,0.0,0.0
0.298,0.188,236.26,1.4,0.0,0.0,0.0
1.488,0.192,241.79,6.2,0.0,1.0,18.0
0.676,0.222,241.75,3.0,0.0,0.0,1.0
2.862,0.408,234.91,12.6,1.0,0.0,17.0
0.276,0.102,241.09,1.2,0.0,1.0,1.0
0.308,0.148,243.29,1.4,0.0,0.0,1.0
0.982,0.174,240.68,4.4,0.0,0.0,0.0
1.326,0.074,240.27,5.4,0.0,0.0,18.0
2.654,0.142,238.88,11.2,0.0,0.0,19.0
1.798,0.0,243.4,7.4,0.0,0.0,0.0
0.418,0.08,245.11,1.8,1.0,0.0,0.0
1.924,0.264,242.19,8.0,0.0,0.0,0.0
0.268,0.0,240.64,1.0,0.0,0.0,1.0
0.334,0.13,242.45,1.4,0.0,0.0,0.0
0.314,0.056,246.15,1.2,0.0,0.0,0.0
1.254,0.0,240.12,5.2,0.0,0.0,18.0
0.236,0.0,240.26,1.0,0.0,0.0,1.0
0.244,0.0,245.89,1.0,0.0,1.0,0.0
0.336,0.0,245.23,1.4,0.0,0.0,1.0
3.646,0.0,240.39,15.0,38.0,0.0,18.0
0.464,0.168,245.74,2.2,0.0,0.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.83,0.146,241.01,3.4,0.0,0.0,12.0
1.578,0.324,242.09,6.6,0.0,1.0,18.0
2.702,0.296,239.14,11.2,0.0,2.0,18.0
1.146,0.39,239.85,5.0,0.0,0.0,13.0
2.632,0.124,234.47,11.2,0.0,0.0,17.0
1.576,0.0,238.97,6.6,1.0,0.0,17.0
0.304,0.05,241.05,1.2,0.0,0.0,1.0
1.892,0.182,241.18,7.8,0.0,0.0,29.0
1.894,0.142,241.22,7.8,1.0,0.0,18.0
0.722,0.428,243.23,3.4,0.0,0.0,0.0
1.472,0.06,241.82,6.0,0.0,0.0,18.0
0.43,0.106,240.48,1.8,0.0,0.0,1.0
0.326,0.242,241.63,1.6,0.0,0.0,1.0
0.266,0.0,244.63,1.2,0.0,0.0,0.0
0.174,0.0,242.0,0.8,0.0,0.0,1.0
0.226,0.046,243.9,1.0,0.0,0.0,0.0
0.36,0.13,242.75,1.6,0.0,0.0,0.0
0.24,0.0,247.07,1.0,0.0,0.0,0.0
2.988,0.098,240.57,12.4,0.0,1.0,18.0
1.378,0.0,239.68,5.8,0.0,0.0,18.0
0.232,0.092,241.84,1.0,0.0,0.0,0.0
0.234,0.084,240.48,1.0,0.0,1.0,0.0
0.774,0.108,241.12,3.2,0.0,0.0,0.0
0.754,0.084,241.65,3.2,1.0,0.0,1.0
0.706,0.436,243.89,3.4,0.0,0.0,1.0
3.06,0.238,237.75,12.8,0.0,2.0,18.0
5.516,0.054,236.57,23.4,0.0,0.0,17.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
2.19,0.604,235.6,9.6,0.0,1.0,17.0
0.388,0.222,240.34,1.8,0.0,0.0,0.0
7.788,0.322,232.29,33.4,2.0,72.0,17.0
0.408,0.132,240.62,2.0,0.0,0.0,1.0
1.208,0.0,236.48,5.0,0.0,0.0,18.0
0.08,0.0,240.51,0.2,0.0,0.0,1.0
0.716,0.184,242.96,3.0,0.0,1.0,1.0
0.236,0.13,240.13,1.0,0.0,0.0,0.0
0.594,0.32,242.29,3.0,0.0,0.0,7.0
1.352,0.068,239.91,5.6,0.0,0.0,18.0
0.428,0.264,247.78,2.0,0.0,1.0,1.0
0.196,0.13,240.08,1.0,0.0,0.0,0.0
1.542,0.228,242.26,6.4,0.0,1.0,19.0
0.69,0.268,240.64,3.0,0.0,6.0,0.0
0.324,0.26,241.9,1.6,0.0,0.0,1.0
0.302,0.0,237.56,1.2,0.0,0.0,0.0
0.434,0.166,240.56,2.2,1.0,0.0,0.0
3.388,0.308,235.67,14.4,0.0,0.0,17.0
0.962,0.114,239.97,4.0,0.0,0.0,12.0
0.372,0.122,246.3,1.6,0.0,0.0,0.0
1.566,0.096,242.01,6.4,2.0,2.0,19.0
0.246,0.0,242.98,1.0,0.0,0.0,1.0
1.29,0.0,240.18,5.2,0.0,0.0,18.0
1.528,0.096,237.82,6.4,0.0,0.0,17.0
1.412,0.0,240.65,5.8,0.0,0.0,18.0
2.368,0.074,240.2,9.8,0.0,2.0,18.0
1.534,0.318,237.19,6.6,0.0,2.0,18.0
0.304,0.226,236.97,1.6,0.0,0.0,0.0
0.2,0.094,236.03,1.0,0.0,1.0,0.0
0.316,0.232,241.48,1.6,0.0,0.0,0.0
0.844,0.428,244.73,3.8,0.0,1.0,1.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
2.048,0.096,245.4,8.4,0.0,2.0,18.0
1.582,0.18,246.21,6.4,0.0,0.0,18.0
2.01,0.298,242.53,8.4,0.0,0.0,30.0
1.758,0.118,244.14,7.2,0.0,1.0,18.0
0.338,0.112,245.77,1.4,0.0,0.0,0.0
1.328,0.066,242.07,5.4,0.0,0.0,19.0
0.236,0.0,245.82,1.0,0.0,0.0,0.0
4.2,0.406,235.3,17.8,37.0,5.0,18.0
1.2,0.0,241.46,4.8,0.0,0.0,18.0
0.312,0.102,246.04,1.2,0.0,1.0,0.0
1.5,0.048,242.02,6.2,1.0,0.0,18.0
1.37,0.22,239.01,5.8,0.0,2.0,0.0
2.154,0.12,236.51,9.0,0.0,0.0,18.0
2.124,0.0,243.04,9.2,0.0,0.0,0.0
1.324,0.078,234.48,5.6,0.0,0.0,17.0
4.072,0.444,234.42,17.4,37.0,0.0,18.0
1.378,0.064,242.99,5.6,0.0,0.0,18.0
2.002,0.074,239.8,8.2,0.0,0.0,18.0
0.716,0.302,238.8,3.2,0.0,0.0,0.0
1.522,0.212,241.28,6.4,0.0,0.0,0.0
1.48,0.18,242.3,6.0,0.0,1.0,18.0
2.616,0.264,237.93,11.0,39.0,1.0,1.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.316,0.118,237.54,1.6,0.0,0.0,0.0
0.08,0.0,240.78,0.2,0.0,0.0,1.0
0.246,0.104,240.84,1.0,0.0,1.0,1.0
0.37,0.09,244.84,1.6,0.0,0.0,0.0
0.312,0.058,240.39,1.2,0.0,0.0,0.0
1.696,0.076,238.58,7.0,0.0,0.0,18.0
1.938,0.0,236.5,8.2,0.0,0.0,17.0
0.39,0.188,240.14,1.8,0.0,0.0,0.0
