Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
5.54,0.0,26.39,100.0,20.54,Weekend,Saturday,Medium_Load
96.23,53.03,0.0,87.58,100.0,Weekday,Tuesday,Maximum_Load
38.84,8.75,0.0,97.56,100.0,Weekday,Thursday,Medium_Load
3.74,0.0,18.5,100.0,19.82,Weekend,Saturday,Medium_Load
58.5,42.8,0.47,80.71,100.0,Weekday,Thursday,Medium_Load
2.52,4.28,0.0,50.74,100.0,Weekday,Tuesday,Light_Load
75.2,51.84,0.0,82.33,100.0,Weekday,Thursday,Maximum_Load
2.99,0.0,10.84,100.0,26.59,Weekend,Sunday,Light_Load
5.44,0.0,23.69,100.0,22.38,Weekday,Wednesday,Medium_Load
3.6,2.77,0.0,79.25,100.0,Weekday,Monday,Light_Load
2.74,3.6,0.0,60.56,100.0,Weekend,Saturday,Light_Load
3.56,5.15,0.0,56.86,100.0,Weekday,Thursday,Light_Load
2.99,0.0,11.52,100.0,25.12,Weekend,Saturday,Medium_Load
4.57,0.0,17.24,100.0,25.62,Weekday,Monday,Medium_Load
2.77,3.64,0.0,60.56,100.0,Weekend,Sunday,Light_Load
69.66,31.03,0.0,91.35,100.0,Weekday,Wednesday,Maximum_Load
61.92,24.23,0.0,93.12,100.0,Weekday,Tuesday,Maximum_Load
48.35,38.02,0.0,78.61,100.0,Weekday,Monday,Light_Load
47.3,19.62,0.0,92.37,100.0,Weekday,Monday,Maximum_Load
2.63,2.81,0.0,68.33,100.0,Weekend,Sunday,Light_Load
71.5,17.64,0.04,97.09,100.0,Weekday,Wednesday,Medium_Load
3.38,2.74,0.0,77.68,100.0,Weekend,Sunday,Light_Load
62.75,49.18,0.0,78.71,100.0,Weekday,Wednesday,Light_Load
4.46,5.22,0.0,64.96,100.0,Weekend,Sunday,Light_Load
3.64,1.66,13.0,90.99,26.96,Weekday,Friday,Medium_Load
2.84,4.68,0.0,51.88,100.0,Weekend,Saturday,Light_Load
2.92,3.35,0.0,65.71,100.0,Weekend,Sunday,Light_Load
3.1,3.78,0.0,63.41,100.0,Weekday,Monday,Light_Load
3.6,0.0,25.16,100.0,14.16,Weekday,Friday,Medium_Load
3.28,3.67,0.0,66.64,100.0,Weekday,Tuesday,Light_Load
35.39,4.32,0.43,99.26,99.99,Weekend,Sunday,Light_Load
2.92,5.47,0.0,47.09,100.0,Weekend,Saturday,Light_Load
3.02,6.01,0.0,44.9,100.0,Weekday,Monday,Light_Load
3.46,5.58,0.0,52.7,100.0,Weekday,Thursday,Light_Load
69.34,27.04,0.0,93.17,100.0,Weekday,Wednesday,Maximum_Load
3.71,4.39,0.0,64.55,100.0,Weekday,Thursday,Light_Load
2.66,0.0,11.77,100.0,22.04,Weekday,Tuesday,Light_Load
105.37,48.1,0.0,90.97,100.0,Weekday,Thursday,Medium_Load
75.13,23.47,1.55,95.45,99.98,Weekday,Monday,Maximum_Load
67.21,32.62,0.0,89.96,100.0,Weekday,Wednesday,Maximum_Load
54.86,20.41,0.0,93.72,100.0,Weekend,Sunday,Maximum_Load
3.67,0.94,13.32,96.87,26.56,Weekday,Wednesday,Medium_Load
2.66,4.72,0.0,49.1,100.0,Weekday,Monday,Light_Load
5.62,0.0,21.85,100.0,24.91,Weekday,Monday,Maximum_Load
3.38,4.21,0.0,62.6,100.0,Weekday,Tuesday,Light_Load
97.02,40.25,0.0,92.37,100.0,Weekday,Thursday,Maximum_Load
3.46,4.93,0.0,57.45,100.0,Weekday,Friday,Medium_Load
3.1,3.46,0.0,66.73,100.0,Weekday,Friday,Light_Load
56.16,40.64,0.0,81.01,100.0,Weekday,Wednesday,Medium_Load
5.87,5.44,0.0,73.35,100.0,Weekday,Wednesday,Light_Load
42.44,2.63,3.35,99.81,99.69,Weekday,Tuesday,Medium_Load
44.96,15.19,0.0,94.74,100.0,Weekday,Friday,Maximum_Load
3.67,0.0,13.64,100.0,25.98,Weekend,Sunday,Light_Load
3.53,0.0,13.21,100.0,25.82,Weekend,Sunday,Light_Load
5.8,0.0,25.88,100.0,21.87,Weekday,Wednesday,Medium_Load
3.31,4.1,0.0,62.82,100.0,Weekday,Thursday,Light_Load
66.85,24.34,0.0,93.97,100.0,Weekday,Friday,Medium_Load
5.04,2.63,0.0,88.66,100.0,Weekday,Thursday,Maximum_Load
33.95,16.7,0.0,89.73,100.0,Weekend,Saturday,Maximum_Load
3.24,4.9,0.0,55.16,100.0,Weekday,Wednesday,Light_Load
63.86,21.6,0.0,94.73,100.0,Weekday,Tuesday,Maximum_Load
2.88,0.0,4.5,100.0,53.91,Weekend,Sunday,Light_Load
8.6,0.0,15.08,100.0,49.54,Weekday,Friday,Maximum_Load
97.99,47.77,0.0,89.89,100.0,Weekday,Tuesday,Light_Load
2.92,5.29,0.0,48.33,100.0,Weekday,Thursday,Light_Load
3.53,3.2,0.0,74.09,100.0,Weekend,Saturday,Light_Load
3.92,0.04,15.98,99.99,23.82,Weekday,Thursday,Medium_Load
2.74,3.6,0.0,60.56,100.0,Weekend,Saturday,Light_Load
57.28,13.28,0.0,97.42,100.0,Weekday,Friday,Maximum_Load
3.85,3.49,0.0,74.09,100.0,Weekday,Monday,Light_Load
56.52,25.31,7.2,91.27,99.2,Weekday,Monday,Medium_Load
123.3,49.03,0.0,92.92,100.0,Weekday,Tuesday,Medium_Load
2.99,0.0,5.15,100.0,50.21,Weekend,Saturday,Medium_Load
45.9,21.96,0.0,90.21,100.0,Weekday,Wednesday,Medium_Load
2.77,5.29,0.0,46.39,100.0,Weekend,Saturday,Light_Load
2.63,5.76,0.0,41.53,100.0,Weekend,Sunday,Light_Load
54.9,25.49,0.0,90.7,100.0,Weekend,Saturday,Medium_Load
83.74,34.63,0.0,92.41,100.0,Weekday,Wednesday,Maximum_Load
3.28,5.22,0.0,53.2,100.0,Weekend,Saturday,Light_Load
3.31,0.0,4.75,100.0,57.17,Weekday,Friday,Light_Load
58.28,30.28,0.04,88.74,100.0,Weekday,Monday,Maximum_Load
2.74,4.36,0.0,53.21,100.0,Weekend,Sunday,Light_Load
2.99,0.0,11.45,100.0,25.27,Weekend,Sunday,Light_Load
69.3,4.28,0.9,99.81,99.99,Weekend,Saturday,Medium_Load
2.99,4.93,0.0,51.86,100.0,Weekday,Tuesday,Light_Load
3.96,2.7,0.36,82.62,99.59,Weekday,Thursday,Light_Load
22.46,15.7,0.0,81.96,100.0,Weekday,Wednesday,Light_Load
4.25,0.0,21.96,100.0,19.0,Weekday,Wednesday,Medium_Load
2.92,4.18,0.0,57.27,100.0,Weekend,Sunday,Light_Load
3.13,0.0,13.9,100.0,21.97,Weekend,Sunday,Medium_Load
3.06,3.49,0.0,65.93,100.0,Weekday,Friday,Light_Load
2.92,4.36,0.0,55.65,100.0,Weekday,Monday,Light_Load
5.44,0.0,21.35,100.0,24.69,Weekday,Friday,Medium_Load
37.48,5.0,0.0,99.12,100.0,Weekday,Tuesday,Medium_Load
88.78,13.0,0.0,98.94,100.0,Weekend,Saturday,Medium_Load
4.75,5.15,0.0,67.8,100.0,Weekday,Tuesday,Light_Load
2.88,5.29,0.0,47.82,100.0,Weekend,Saturday,Light_Load
26.17,0.58,1.94,99.98,99.73,Weekend,Saturday,Maximum_Load
42.88,14.54,6.12,94.7,99.0,Weekday,Wednesday,Maximum_Load
3.13,3.85,0.0,63.08,100.0,Weekend,Saturday,Light_Load
3.1,3.24,0.0,69.13,100.0,Weekday,Monday,Light_Load
2.99,3.82,0.0,61.64,100.0,Weekend,Saturday,Light_Load
3.35,3.31,0.0,71.13,100.0,Weekday,Friday,Light_Load
3.85,0.0,25.99,100.0,14.65,Weekday,Friday,Medium_Load
4.61,5.15,0.0,66.7,100.0,Weekday,Friday,Light_Load
2.81,5.58,0.0,44.98,100.0,Weekend,Sunday,Light_Load
5.65,0.0,20.02,100.0,27.16,Weekday,Thursday,Medium_Load
13.57,0.14,20.3,99.99,55.57,Weekday,Monday,Medium_Load
27.0,0.0,8.24,100.0,95.65,Weekend,Sunday,Maximum_Load
66.06,33.23,0.0,89.33,100.0,Weekday,Thursday,Maximum_Load
39.78,8.57,0.0,97.76,100.0,Weekday,Thursday,Maximum_Load
2.99,3.71,0.0,62.75,100.0,Weekday,Monday,Light_Load
4.68,5.36,0.0,65.77,100.0,Weekday,Friday,Light_Load
4.61,0.0,20.77,100.0,21.67,Weekday,Thursday,Medium_Load
3.02,3.96,0.0,60.64,100.0,Weekday,Thursday,Light_Load
109.01,54.58,0.0,89.42,100.0,Weekday,Thursday,Maximum_Load
57.06,28.08,0.0,89.72,100.0,Weekday,Thursday,Medium_Load
3.82,1.01,12.71,96.68,28.78,Weekday,Thursday,Medium_Load
14.98,0.61,15.7,99.92,69.03,Weekday,Tuesday,Medium_Load
2.59,4.97,0.04,46.21,99.99,Weekend,Sunday,Light_Load
3.53,0.0,16.78,100.0,20.59,Weekend,Sunday,Light_Load
111.24,44.28,0.0,92.91,100.0,Weekday,Friday,Maximum_Load
59.62,26.93,0.0,91.13,100.0,Weekday,Wednesday,Maximum_Load
4.68,0.32,4.25,99.77,74.03,Weekend,Saturday,Maximum_Load
26.42,0.0,12.67,100.0,90.17,Weekday,Friday,Maximum_Load
3.49,0.0,17.71,100.0,19.33,Weekday,Monday,Medium_Load
3.89,0.0,14.72,100.0,25.55,Weekday,Tuesday,Medium_Load
57.1,36.79,0.0,84.06,100.0,Weekday,Wednesday,Medium_Load
2.74,5.54,0.0,44.33,100.0,Weekday,Monday,Light_Load
72.65,22.82,2.05,95.4,99.96,Weekday,Monday,Maximum_Load
2.88,4.32,0.0,55.47,100.0,Weekday,Wednesday,Light_Load
4.68,2.59,0.0,87.49,100.0,Weekday,Friday,Light_Load
2.77,0.0,11.66,100.0,23.11,Weekend,Sunday,Light_Load
2.99,2.27,0.0,79.65,100.0,Weekend,Saturday,Light_Load
5.9,4.68,0.0,78.35,100.0,Weekend,Saturday,Light_Load
3.53,5.08,0.0,57.06,100.0,Weekday,Friday,Light_Load
4.03,5.26,0.0,60.82,100.0,Weekday,Thursday,Maximum_Load
3.46,3.46,0.0,70.71,100.0,Weekday,Friday,Light_Load
38.41,3.13,0.61,99.67,99.99,Weekday,Tuesday,Maximum_Load
3.02,0.0,11.99,100.0,24.42,Weekend,Sunday,Light_Load
3.2,0.0,16.99,100.0,18.51,Weekend,Sunday,Light_Load
3.49,6.3,0.0,48.46,100.0,Weekday,Wednesday,Light_Load
2.81,0.0,4.86,100.0,50.05,Weekday,Wednesday,Light_Load
3.67,6.48,0.0,49.28,100.0,Weekday,Tuesday,Light_Load
2.59,4.14,0.0,53.04,100.0,Weekend,Saturday,Light_Load
40.46,27.97,0.0,82.26,100.0,Weekday,Tuesday,Light_Load
6.7,5.26,0.0,78.66,100.0,Weekend,Saturday,Light_Load
88.02,47.84,0.0,87.86,100.0,Weekday,Monday,Maximum_Load
4.1,4.07,0.0,70.97,100.0,Weekend,Sunday,Light_Load
3.06,0.0,13.72,100.0,21.77,Weekend,Sunday,Medium_Load
51.41,48.96,0.0,72.42,100.0,Weekday,Wednesday,Light_Load
3.13,2.74,0.0,75.24,100.0,Weekend,Saturday,Light_Load
2.95,4.07,0.0,58.69,100.0,Weekday,Monday,Light_Load
4.0,0.0,6.7,100.0,51.26,Weekday,Monday,Light_Load
86.72,38.7,0.0,91.32,100.0,Weekday,Thursday,Maximum_Load
4.1,2.7,0.22,83.52,99.86,Weekday,Friday,Light_Load
53.75,36.4,0.0,82.8,100.0,Weekday,Tuesday,Maximum_Load
60.37,50.51,0.0,76.7,100.0,Weekday,Tuesday,Light_Load
4.54,5.98,0.0,60.47,100.0,Weekday,Monday,Light_Load
3.2,0.0,16.92,100.0,18.58,Weekend,Sunday,Light_Load
37.26,5.18,0.97,99.05,99.97,Weekday,Tuesday,Maximum_Load
56.84,17.93,0.0,95.37,100.0,Weekday,Thursday,Medium_Load
7.06,5.8,0.0,77.27,100.0,Weekend,Saturday,Light_Load
3.1,5.29,0.0,50.56,100.0,Weekday,Friday,Light_Load
116.06,47.88,0.0,92.44,100.0,Weekday,Thursday,Maximum_Load
52.49,29.38,0.0,87.26,100.0,Weekday,Wednesday,Maximum_Load
2.95,3.24,0.0,67.32,100.0,Weekday,Wednesday,Light_Load
2.92,0.0,4.61,100.0,53.51,Weekend,Saturday,Light_Load
80.64,46.76,0.0,86.51,100.0,Weekday,Tuesday,Medium_Load
88.99,39.53,0.0,91.39,100.0,Weekday,Wednesday,Medium_Load
3.06,5.11,0.0,51.38,100.0,Weekday,Tuesday,Light_Load
56.88,34.42,0.0,85.55,100.0,Weekday,Wednesday,Maximum_Load
4.79,5.22,0.0,67.61,100.0,Weekday,Friday,Light_Load
3.38,3.78,0.0,66.66,100.0,Weekday,Wednesday,Light_Load
44.75,11.63,0.0,96.78,100.0,Weekday,Friday,Medium_Load
115.13,61.56,0.0,88.19,100.0,Weekday,Tuesday,Medium_Load
4.64,0.0,14.15,100.0,31.16,Weekday,Thursday,Medium_Load
60.77,42.48,0.0,81.96,100.0,Weekday,Tuesday,Maximum_Load
3.38,0.0,16.96,100.0,19.54,Weekday,Friday,Light_Load
7.92,4.68,0.0,86.09,100.0,Weekday,Wednesday,Light_Load
30.78,0.47,5.94,99.99,98.19,Weekend,Sunday,Medium_Load
56.81,23.22,0.0,92.57,100.0,Weekday,Thursday,Maximum_Load
69.8,47.27,0.0,82.8,100.0,Weekday,Friday,Maximum_Load
2.99,0.0,11.3,100.0,25.58,Weekend,Sunday,Light_Load
3.31,4.82,0.0,56.61,100.0,Weekday,Wednesday,Light_Load
3.02,4.28,0.0,57.65,100.0,Weekday,Friday,Light_Load
2.88,4.25,0.0,56.1,100.0,Weekday,Friday,Light_Load
2.95,4.07,0.0,58.69,100.0,Weekday,Tuesday,Light_Load
2.99,0.0,11.66,100.0,24.84,Weekend,Sunday,Medium_Load
2.74,5.18,0.0,46.76,100.0,Weekday,Monday,Light_Load
50.33,29.41,0.0,86.34,100.0,Weekday,Thursday,Medium_Load
49.97,27.86,0.0,87.34,100.0,Weekday,Tuesday,Maximum_Load
30.31,0.0,9.18,100.0,95.71,Weekday,Tuesday,Medium_Load
84.56,33.62,0.0,92.92,100.0,Weekend,Saturday,Maximum_Load
4.46,0.0,26.24,100.0,16.76,Weekend,Saturday,Medium_Load
38.12,27.43,0.0,81.17,100.0,Weekday,Tuesday,Light_Load
3.64,5.98,0.0,51.99,100.0,Weekend,Saturday,Light_Load
47.59,45.61,0.0,72.2,100.0,Weekday,Wednesday,Maximum_Load
67.39,48.17,0.0,81.35,100.0,Weekday,Wednesday,Maximum_Load
74.48,58.32,0.0,78.73,100.0,Weekday,Monday,Light_Load
4.14,7.52,0.0,48.23,100.0,Weekday,Wednesday,Medium_Load
3.42,6.48,0.0,46.68,100.0,Weekday,Friday,Light_Load
2.99,5.58,0.0,47.23,100.0,Weekday,Thursday,Light_Load
2.7,4.43,0.0,52.04,100.0,Weekend,Saturday,Light_Load
4.64,1.76,15.34,93.5,28.95,Weekend,Saturday,Light_Load
69.08,37.44,0.0,87.92,100.0,Weekday,Friday,Medium_Load
47.27,8.32,0.0,98.49,100.0,Weekday,Tuesday,Maximum_Load
5.51,0.0,20.84,100.0,25.56,Weekend,Saturday,Light_Load
4.07,0.0,21.24,100.0,18.82,Weekend,Sunday,Medium_Load
2.74,5.18,0.11,46.76,99.92,Weekday,Wednesday,Medium_Load
63.4,52.63,0.0,76.94,100.0,Weekday,Friday,Maximum_Load
3.1,3.92,0.0,62.03,100.0,Weekday,Thursday,Light_Load
24.88,15.66,0.0,84.63,100.0,Weekday,Tuesday,Maximum_Load
50.9,18.14,0.43,94.2,100.0,Weekday,Monday,Medium_Load
11.09,4.54,3.06,92.55,96.4,Weekend,Sunday,Maximum_Load
45.36,18.4,0.0,92.67,100.0,Weekday,Monday,Medium_Load
37.84,12.56,2.45,94.91,99.79,Weekday,Wednesday,Maximum_Load
31.82,10.37,0.54,95.08,99.99,Weekday,Friday,Medium_Load
76.14,37.66,0.0,89.63,100.0,Weekday,Monday,Medium_Load
3.89,0.0,17.24,100.0,22.01,Weekend,Saturday,Medium_Load
4.07,4.07,0.0,70.71,100.0,Weekday,Friday,Maximum_Load
3.24,3.35,0.0,69.52,100.0,Weekday,Monday,Light_Load
3.74,6.52,0.0,49.76,100.0,Weekday,Tuesday,Light_Load
3.06,1.84,0.4,85.7,99.16,Weekday,Friday,Light_Load
66.46,40.1,0.0,85.62,100.0,Weekday,Friday,Maximum_Load
32.54,2.12,1.22,99.79,99.93,Weekend,Sunday,Maximum_Load
3.24,6.91,0.0,42.45,100.0,Weekday,Monday,Medium_Load
80.78,31.82,0.0,93.04,100.0,Weekday,Thursday,Maximum_Load
52.6,20.09,0.11,93.42,100.0,Weekday,Thursday,Medium_Load
3.24,4.86,0.0,55.47,100.0,Weekday,Wednesday,Light_Load
2.77,0.0,11.92,100.0,22.64,Weekday,Friday,Medium_Load
2.99,5.15,0.0,50.21,100.0,Weekday,Wednesday,Light_Load
3.71,4.79,0.0,61.23,100.0,Weekday,Friday,Light_Load
68.98,27.9,0.0,92.7,100.0,Weekday,Thursday,Medium_Load
3.31,3.6,0.0,67.68,100.0,Weekday,Wednesday,Light_Load
88.6,49.14,0.0,87.45,100.0,Weekend,Saturday,Light_Load
90.86,14.9,0.11,98.68,100.0,Weekday,Tuesday,Maximum_Load
58.07,30.78,0.0,88.36,100.0,Weekday,Thursday,Medium_Load
35.46,31.82,0.0,74.43,100.0,Weekend,Saturday,Light_Load
5.33,0.0,22.36,100.0,23.19,Weekday,Wednesday,Maximum_Load
54.22,23.98,0.0,91.45,100.0,Weekday,Monday,Maximum_Load
4.32,0.0,16.92,100.0,24.74,Weekend,Sunday,Light_Load
3.92,6.26,0.0,53.07,100.0,Weekday,Thursday,Light_Load
60.44,32.65,0.0,87.98,100.0,Weekday,Monday,Medium_Load
3.74,0.0,17.96,100.0,20.39,Weekend,Sunday,Light_Load
29.05,4.21,6.08,98.97,97.88,Weekend,Saturday,Maximum_Load
2.84,0.0,17.24,100.0,16.25,Weekend,Saturday,Medium_Load
3.02,4.5,0.0,55.73,100.0,Weekend,Saturday,Light_Load
53.46,29.38,0.0,87.64,100.0,Weekday,Tuesday,Medium_Load
54.94,45.83,0.0,76.79,100.0,Weekday,Wednesday,Light_Load
3.82,5.08,0.0,60.1,100.0,Weekday,Monday,Light_Load
3.35,2.74,0.0,77.41,100.0,Weekend,Sunday,Light_Load
39.49,29.02,0.0,80.58,100.0,Weekday,Tuesday,Light_Load
51.16,14.94,0.0,95.99,100.0,Weekday,Thursday,Maximum_Load
81.14,46.33,0.0,86.84,100.0,Weekday,Friday,Maximum_Load
70.02,21.92,0.0,95.43,100.0,Weekday,Wednesday,Medium_Load
3.74,0.0,22.32,100.0,16.53,Weekend,Sunday,Light_Load
47.66,20.41,0.0,91.93,100.0,Weekday,Thursday,Maximum_Load
53.64,17.71,0.0,94.96,100.0,Weekday,Thursday,Maximum_Load
3.82,3.38,0.0,74.89,100.0,Weekend,Saturday,Light_Load
82.3,40.1,0.0,89.9,100.0,Weekend,Saturday,Light_Load
81.04,27.61,0.0,94.66,100.0,Weekday,Thursday,Maximum_Load
84.74,35.42,0.0,92.26,100.0,Weekday,Friday,Medium_Load
5.69,2.7,0.5,90.34,99.62,Weekday,Thursday,Light_Load
51.34,23.29,0.0,91.07,100.0,Weekday,Wednesday,Medium_Load
6.48,0.0,26.1,100.0,24.1,Weekday,Wednesday,Medium_Load
2.52,5.29,0.0,43.01,100.0,Weekday,Thursday,Light_Load
4.43,5.18,0.0,64.99,100.0,Weekday,Thursday,Light_Load
3.1,0.0,14.58,100.0,20.8,Weekend,Saturday,Medium_Load
2.88,4.18,0.0,56.74,100.0,Weekend,Sunday,Light_Load
2.74,4.9,0.0,48.81,100.0,Weekday,Thursday,Light_Load
17.39,14.65,0.0,76.48,100.0,Weekend,Saturday,Light_Load
3.06,4.1,0.0,59.81,100.0,Weekday,Tuesday,Light_Load
36.68,3.1,3.85,99.64,99.45,Weekday,Wednesday,Medium_Load
114.98,56.09,0.0,89.88,100.0,Weekday,Thursday,Medium_Load
2.84,4.18,0.0,56.2,100.0,Weekend,Sunday,Light_Load
99.68,40.43,0.0,92.67,100.0,Weekday,Wednesday,Maximum_Load
2.81,2.84,0.0,70.33,100.0,Weekend,Sunday,Light_Load
38.12,1.04,2.09,99.96,99.85,Weekend,Saturday,Maximum_Load
70.13,8.96,0.5,99.19,100.0,Weekday,Tuesday,Medium_Load
54.86,17.17,0.0,95.43,100.0,Weekday,Thursday,Maximum_Load
3.35,4.5,0.0,59.71,100.0,Weekday,Wednesday,Light_Load
61.56,31.54,0.0,89.0,100.0,Weekday,Monday,Maximum_Load
2.7,0.0,17.46,100.0,15.28,Weekday,Thursday,Light_Load
60.34,28.58,0.0,90.38,100.0,Weekday,Thursday,Maximum_Load
3.49,7.2,0.0,43.62,100.0,Weekend,Saturday,Light_Load
4.82,0.0,26.39,100.0,17.97,Weekday,Wednesday,Medium_Load
3.49,4.64,0.0,60.11,100.0,Weekday,Thursday,Light_Load
3.13,0.0,13.18,100.0,23.11,Weekend,Sunday,Light_Load
4.03,4.68,0.0,65.25,100.0,Weekday,Thursday,Light_Load
89.57,41.62,0.0,90.69,100.0,Weekday,Friday,Light_Load
49.25,20.52,0.04,92.31,100.0,Weekday,Tuesday,Medium_Load
56.27,32.51,0.0,86.59,100.0,Weekday,Tuesday,Medium_Load
3.64,3.6,0.0,71.1,100.0,Weekend,Sunday,Light_Load
4.39,0.0,17.21,100.0,24.72,Weekday,Thursday,Medium_Load
8.42,1.15,15.84,99.08,46.94,Weekday,Thursday,Medium_Load
108.11,58.32,0.0,88.01,100.0,Weekday,Thursday,Maximum_Load
72.0,38.09,0.0,88.39,100.0,Weekday,Thursday,Maximum_Load
36.94,26.35,0.0,81.41,100.0,Weekday,Thursday,Light_Load
3.49,2.59,0.0,80.3,100.0,Weekday,Monday,Light_Load
4.64,4.5,0.0,71.79,100.0,Weekday,Wednesday,Light_Load
32.98,0.47,3.78,99.99,99.35,Weekday,Friday,Medium_Load
2.7,4.82,0.0,48.87,100.0,Weekday,Thursday,Light_Load
2.81,5.15,0.0,47.9,100.0,Weekday,Friday,Light_Load
3.82,5.22,0.0,59.06,100.0,Weekend,Saturday,Light_Load
39.49,26.78,0.11,82.76,100.0,Weekday,Thursday,Light_Load
42.62,7.27,0.04,98.58,100.0,Weekday,Friday,Medium_Load
55.4,27.11,0.0,89.82,100.0,Weekday,Monday,Maximum_Load
22.79,0.0,14.15,100.0,84.96,Weekend,Saturday,Maximum_Load
2.81,5.36,0.0,46.43,100.0,Weekday,Monday,Light_Load
3.85,7.52,0.0,45.57,100.0,Weekday,Thursday,Maximum_Load
32.54,1.12,0.97,99.94,99.96,Weekday,Wednesday,Medium_Load
47.41,18.86,0.0,92.92,100.0,Weekday,Monday,Medium_Load
2.99,0.0,4.82,100.0,52.71,Weekend,Saturday,Light_Load
48.24,10.84,0.0,97.57,100.0,Weekday,Friday,Maximum_Load
4.21,3.24,0.18,79.25,99.91,Weekday,Thursday,Light_Load
50.94,23.26,0.0,90.97,100.0,Weekday,Thursday,Maximum_Load
3.42,6.37,0.0,47.3,100.0,Weekend,Saturday,Light_Load
81.5,32.08,0.0,93.05,100.0,Weekend,Saturday,Medium_Load
3.46,2.7,0.0,78.84,100.0,Weekend,Sunday,Light_Load
3.71,4.86,0.0,60.68,100.0,Weekday,Friday,Light_Load
60.19,31.61,0.0,88.53,100.0,Weekday,Friday,Light_Load
3.56,0.0,22.07,100.0,15.92,Weekend,Sunday,Light_Load
3.35,0.0,13.97,100.0,23.32,Weekend,Saturday,Light_Load
71.46,35.5,0.0,89.56,100.0,Weekday,Thursday,Maximum_Load
2.84,0.0,5.15,100.0,48.29,Weekend,Sunday,Medium_Load
3.92,1.76,10.37,91.23,35.36,Weekday,Wednesday,Medium_Load
53.46,23.26,0.0,91.7,100.0,Weekday,Tuesday,Medium_Load
121.93,48.31,0.0,92.97,100.0,Weekday,Tuesday,Maximum_Load
120.89,47.38,0.0,93.1,100.0,Weekday,Tuesday,Light_Load
77.83,55.4,0.0,81.47,100.0,Weekday,Monday,Maximum_Load
113.94,51.34,0.0,91.17,100.0,Weekday,Thursday,Medium_Load
102.28,43.78,0.0,91.93,100.0,Weekday,Wednesday,Maximum_Load
3.2,1.98,0.32,85.04,99.5,Weekend,Saturday,Light_Load
32.54,0.83,6.16,99.97,98.25,Weekday,Friday,Medium_Load
5.62,4.03,0.0,81.27,100.0,Weekday,Tuesday,Light_Load
4.07,0.0,14.58,100.0,26.89,Weekday,Tuesday,Medium_Load
83.52,52.56,0.0,84.64,100.0,Weekday,Tuesday,Medium_Load
82.26,42.59,0.0,88.8,100.0,Weekday,Friday,Light_Load
3.31,0.0,14.83,100.0,21.78,Weekend,Saturday,Light_Load
2.99,0.0,11.48,100.0,25.2,Weekend,Sunday,Light_Load
4.32,3.13,0.18,80.98,99.91,Weekday,Wednesday,Light_Load
4.25,5.98,0.0,57.93,100.0,Weekday,Wednesday,Light_Load
2.88,4.9,0.0,50.67,100.0,Weekday,Thursday,Light_Load
6.52,2.34,0.22,94.12,99.94,Weekday,Monday,Light_Load
56.02,26.96,0.0,90.11,100.0,Weekday,Wednesday,Maximum_Load
3.2,5.44,0.0,50.7,100.0,Weekday,Monday,Light_Load
3.6,0.0,13.93,100.0,25.02,Weekend,Sunday,Light_Load
28.51,0.04,8.71,100.0,95.64,Weekend,Sunday,Medium_Load
32.15,9.29,0.0,96.07,100.0,Weekday,Tuesday,Medium_Load
3.31,0.0,17.53,100.0,18.55,Weekday,Wednesday,Light_Load
38.77,22.97,0.54,86.03,99.99,Weekday,Thursday,Medium_Load
2.77,3.96,0.0,57.32,100.0,Weekend,Saturday,Light_Load
2.7,4.79,0.0,49.1,100.0,Weekday,Monday,Light_Load
3.67,4.28,0.0,65.09,100.0,Weekend,Saturday,Light_Load
22.93,15.16,0.0,83.42,100.0,Weekday,Wednesday,Light_Load
21.1,6.12,17.53,96.04,76.92,Weekday,Tuesday,Medium_Load
47.02,24.48,0.18,88.7,100.0,Weekday,Friday,Medium_Load
3.28,4.86,0.0,55.94,100.0,Weekday,Monday,Light_Load
2.77,5.0,0.0,48.46,100.0,Weekday,Monday,Light_Load
94.36,28.51,0.0,95.73,100.0,Weekday,Monday,Maximum_Load
3.17,6.05,0.0,46.41,100.0,Weekend,Saturday,Light_Load
3.49,4.75,0.0,59.21,100.0,Weekday,Thursday,Light_Load
10.15,0.22,8.68,99.98,76.0,Weekday,Thursday,Medium_Load
3.56,0.0,14.08,100.0,24.51,Weekend,Saturday,Light_Load
57.02,20.52,0.0,94.09,100.0,Weekday,Wednesday,Medium_Load
4.72,4.57,0.0,71.84,100.0,Weekday,Tuesday,Light_Load
4.36,3.85,0.0,74.96,100.0,Weekend,Sunday,Light_Load
47.66,13.28,0.29,96.33,100.0,Weekend,Saturday,Maximum_Load
3.82,4.79,0.0,62.35,100.0,Weekday,Tuesday,Light_Load
3.02,2.56,0.0,76.28,100.0,Weekend,Saturday,Light_Load
57.46,23.98,0.0,92.29,100.0,Weekday,Thursday,Maximum_Load
2.99,3.6,0.0,63.89,100.0,Weekday,Thursday,Light_Load
2.52,5.18,0.0,43.75,100.0,Weekday,Tuesday,Light_Load
5.69,3.64,4.0,84.24,81.81,Weekday,Monday,Medium_Load
3.28,3.82,0.0,65.14,100.0,Weekday,Friday,Light_Load
3.92,0.0,17.78,100.0,21.53,Weekday,Monday,Medium_Load
2.95,0.0,14.44,100.0,20.02,Weekend,Saturday,Medium_Load
